id,type,text1,text2,text3,text4,text5,notes
salamanderpod,WEAPON,"Es zielt auf die Triebwerke des Ziels und setzt sie mit einem starken EMP-Impuls außer Gefecht. Ein kampftaugliches Autoloader-System gewährleistet die Einsatzfähigkeit auch bei langwierigen Gefechten.

Ein extern montierter Pod ersetzt die üblichen Raketenhalterungen und ermöglicht den fast gleichzeitigen Abschuss von zwei Raketen. Ein Autoloader entnimmt nach einer kurzen Wartezeit die nächsten beiden Raketen, schärft sie und macht sie schussbereit. Die Salamander-Rakete ist eine Spezialwaffe, bei deren Konstruktion zwei Aspekte berücksichtigt wurden. Der erste ist ein extrem fortschrittlicher Verfolgungs-/Zielmechanismus, der es ihr ermöglicht, sich auf die Triebwerke des Feindes zu richten und dabei alle anderen potenziellen Aufprallpunkte und Punktabwehrbedrohungen zu vermeiden. 

Der zweite ist ein spezielles Sprengkopfdesign, das nicht versucht, das Ziel mit kinetischer oder explosiver Kraft zu zerstören, sondern gezielte elektromagnetische Felder hoher Stärke erzeugt. Wenn ein solches Feld in der Nähe von ungeschützten Triebwerken und Rumpfkomponenten erzeugt wird, werden alle elektronischen Bauteile schnell außer Gefecht gesetzt und sind bis zur Reparatur unbrauchbar.",,,,,
harpoon,WEAPON,"Mittelstrecken-Lenkwaffen-Rack mit hoher Nutzlast. Verheerend gegen Schiffe mit ausgefallenen Schilden. Drei-Rack-Mittelstreckenraketen. Ein ausgezeichnetes Antriebssystem bringt einen großen Sprengkopf mit Unterlichtgeschwindigkeit zum Ziel. Die Mittelstreckenrakete opfert Manövrierfähigkeit zugunsten von Geschwindigkeit und Sprengkopfgröße und ist eine der wirkungsvollsten Nicht-Angriffswaffen, die in diesem Sektor eingesetzt werden. Ein Treffer ist für Schiffe von Fregattengröße fast tödlich.

Dieses Waffensystem verfügt über ein Abschussgestell, das mehrere Raketen aufnehmen kann.",,,,,
harpoonpod,WEAPON,"Mittelstrecken-Lenkwaffenbehälter mit hoher Nutzlast. Verheerend gegen Schiffe mit ausgefallenen Schilden. Ein extern montierter Behälter ersetzt die üblichen Raketenhalterungen und ermöglicht das fast gleichzeitige Abfeuern mehrerer Raketen. Ein Autoloader entnimmt, scharf macht und bereitet die nächste Salve Raketen nach einer kurzen Wartezeit vor.

Diese Mittelstreckenraketen sind identisch mit denen, die aus Einzel- oder Dreifachgestellen abgefeuert werden, und eignen sich hervorragend, um ein Schiff mit heruntergefahrenen Schilden zu vernichten. Ein ausgezeichnetes Antriebssystem bringt einen großen Sprengkopf mit Unterlichtgeschwindigkeit zum Ziel. Die Mittelstreckenrakete opfert Manövrierfähigkeit zugunsten von Geschwindigkeit und Sprengkopfgröße und ist eine der wirkungsvollsten Nicht-Angriffswaffen, die in diesem Sektor eingesetzt werden. Ein Treffer ist für Schiffe von der Größe einer Fregatte fast tödlich. ",,,,,
harpoon_single,WEAPON,"Mittelstrecken-Lenkwaffe mit hoher Sprengkraft. Verheerend gegen Schiffe mit ausgefallenen Schilden.

Ein ausgezeichnetes Antriebssystem befördert einen großen Sprengkopf mit Unterlichtgeschwindigkeit zum Ziel. Diese Mittelstreckenrakete opfert Manövrierfähigkeit zugunsten von Geschwindigkeit und Sprengkopfgröße und ist eine der wirkungsvollsten Nicht-Angriffswaffen, die in diesem Sektor eingesetzt werden. Ein Treffer ist für Schiffe von der Größe einer Fregatte fast tödlich. Diese Halterung kann jeweils nur eine Rakete abschießen und verfügt über eine einzige Ersatzrakete in einem kampffähigen Magazin, das in den Rumpf eingelassen ist.",,,,,
sabot,WEAPON,"Feuert eine zweite Salve von Hochgeschwindigkeits-Kinetik-Penetratoren ab, wenn sie sich in Reichweite befinden. Verursacht schweren Schaden an Schilden und massiven EMP-Schaden beim Aufprall auf den Rumpf oder die Panzerung des Gegners. Mit PD schwer zu stoppen.

Raketen der Sabot-Klasse sind Kurzstreckenwaffen mit zwei Stufen. In der ersten Stufe schleudert eine Lenkrakete eine sekundäre Baugruppe in Schlagdistanz zu einem abgeschirmten Ziel. Der integrierte Zielcomputer zündet dann den Treibstoff für einen kinetischen Penetrator. Dieser „Sabot”, wie er gemeinhin genannt wird, ist in der Regel ein schmales, seitlich stabilisiertes Projektil aus einem ultradichten Material wie abgereichertem Uran.

Hervorragend geeignet, um feindliche Schilde zu zerstören und eine Überlastung zu verursachen. Die Standardpanzerung von Schiffen ist verteilt, sodass der Sabot weniger Schaden anrichtet, wenn die Schilde rechtzeitig gesenkt werden, um den Aufprall auf die Panzerung abzufangen. Dieses Waffensystem verfügt über ein Abschussgestell, das mehrere Raketen aufnehmen kann.",,,,,
sabotpod,WEAPON,"Feuert eine zweite Salve von Hochgeschwindigkeits-Kinetikpenetratoren ab, wenn diese sich in Reichweite befinden. Verursacht schweren Schaden an Schilden und massiven EMP-Schaden beim Aufprall auf den Rumpf oder die Panzerung des Gegners. Mit PD schwer zu stoppen. Der Pod ersetzt die gängigeren Raketenwerfer und ermöglicht das fast gleichzeitige Abfeuern mehrerer Raketen. Ein Autoloader entnimmt nach einer kurzen Verzögerung die nächste Salve Raketen, schärft sie und macht sie schussbereit.

Raketen der Sabot-Klasse sind Kurzstreckenwaffen mit zwei Stufen und kinetischer Energie. Eine Lenkrakete der ersten Stufe schleudert eine sekundäre Baugruppe in Schlagdistanz zu einem abgeschirmten Ziel. Der integrierte Zielcomputer zündet dann den Treibstoff für einen kinetischen Penetrator. Dieser „Sabot”, wie er allgemein genannt wird, ist in der Regel ein schmales, seitlich stabilisiertes Projektil, das aus einem ultradichten Material wie abgereichertem Uran hergestellt ist.

Es eignet sich hervorragend, um feindliche Schilde zu zerstören und eine Überlastung zu verursachen. Die Standardpanzerung von Schiffen ist verteilt, sodass der Sabot weniger Schaden anrichtet, wenn die Schilde rechtzeitig gesenkt werden, um den Aufprall auf die Panzerung abzufangen. Dieses Waffensystem verfügt über ein Abschussgestell, das mehrere Raketen aufnehmen kann.",,,,,
sabot_single,WEAPON,"Feuert eine zweite Salve von Hochgeschwindigkeits-Kinetik-Penetratoren ab, wenn sie sich in Reichweite befinden. Verursacht schweren Schaden an Schilden und massiven EMP-Schaden beim Aufprall auf den Rumpf oder die Panzerung des Gegners. Mit PD schwer zu stoppen.

Raketen der Sabot-Klasse sind Kurzstreckenwaffen mit zwei Stufen und kinetischer Energie. In der ersten Stufe schleudert eine Lenkrakete eine sekundäre Baugruppe in Schlagdistanz zu einem abgeschirmten Ziel. Der integrierte Zielcomputer zündet dann den Treibstoff für einen kinetischen Penetrator. Dieser „Sabot”, wie er gemeinhin genannt wird, ist in der Regel ein schmales, seitlich stabilisiertes Projektil aus einem ultradichten Material wie abgereichertem Uran.

Hervorragend geeignet, um feindliche Schilde zu zerstören und eine Überlastung zu verursachen. Die Standardpanzerung von Schiffen ist verteilt, sodass der Sabot weniger Schaden anrichtet, wenn die Schilde rechtzeitig gesenkt werden, um den Aufprall auf die Panzerung abzufangen. Diese Abschussvorrichtung kann nur eine Rakete gleichzeitig abschießen und verfügt über eine einzige Ersatzrakete in einem kampffähigen Magazin, das in den Rumpf eingelassen ist.",,,,,
sabot_fighter,WEAPON,"Feuert eine zweite Salve von Hochgeschwindigkeits-Kinetik-Penetratoren ab, wenn sie sich in Reichweite befinden. Verursacht schweren Schaden an Schilden und massiven EMP-Schaden beim Aufprall auf den Rumpf oder die Panzerung des Gegners. Mit PD schwer zu stoppen.

Raketen der Sabot-Klasse sind Kurzstreckenwaffen mit zwei Stufen. In der ersten Stufe schleudert eine Lenkrakete eine sekundäre Baugruppe in Schlagdistanz zu einem abgeschirmten Ziel. Der integrierte Zielcomputer zündet dann den Treibstoff für einen kinetischen Penetrator. Dieser „Sabot”, wie er gemeinhin genannt wird, ist in der Regel ein schmales, seitlich stabilisiertes Projektil aus einem ultradichten Material wie abgereichertem Uran.

Hervorragend geeignet, um feindliche Schilde zu zerstören und eine Überlastung zu verursachen. Die Standardpanzerung von Schiffen ist verteilt, sodass der Sabot weniger Schaden anrichtet, wenn die Schilde rechtzeitig gesenkt werden, um den Aufprall auf die Panzerung abzufangen. Diese Halterung kann nur eine einzige Rakete aufnehmen.",,,,,
breach,WEAPON,"Eine schwer gepanzerte und schnelle Rakete mit guter Zielführung und einem kleinen, speziellen Panzerabwehrsprengkopf.",,,,,
breachpod,WEAPON,"Eine schwer gepanzerte und schnelle Rakete mit guter Zielführung und einem kleinen, speziellen Panzerabwehrsprengkopf.",,,,,
pilum,WEAPON,"Eine zweistufige Rakete, die sich für die Fernunterstützung durch Kampfschiffe der hinteren Linie eignet. Die zweite Stufe hat eine höhere Höchstgeschwindigkeit, wodurch sie eine bessere Chance hat, Punktabwehrsysteme zu überwinden. Als technologisch ausgereiftes Waffensystem ist die Rakete der Pilum-Klasse die offensichtliche Wahl für Fernangriffe von vorsichtigen Kapitänen. Der Sprengkopf besteht aus einer Vorrichtung, die punktuelle Ausfälle in aktiven Schilden verursachen kann, und einem EMP-Generator, der durch diese Lücken eine moderate Schlagkraft entfaltet. Aufgrund der Einschränkungen durch die überdimensionalen Treibstofftanks der Rakete ist keines der beiden Geräte besonders effektiv. Ein kampffähiges Autoloader-System gewährleistet eine kontinuierliche, wenn auch moderate Einsatzfähigkeit in langwierigen Gefechten.",,,,,
pilum_large,WEAPON,"Eine zweistufige Rakete, die sich für die Fernunterstützung durch Kampfschiffe der hinteren Linie eignet. Die zweite Stufe hat eine höhere Höchstgeschwindigkeit, wodurch sie eine bessere Chance hat, Punktabwehrsysteme zu überwinden. Das „Katapult”-Startsystem erzeugt eine höhere Feuerkonzentration. Als technologisch ausgereiftes Waffensystem ist die Rakete der Pilum-Klasse die offensichtliche Wahl für Fernangriffe von vorsichtigen Kapitänen. Der Sprengkopf besteht aus einer Vorrichtung, die punktuelle Ausfälle in aktiven Schutzschilden verursachen kann, und einem EMP-Generator, der durch diese Lücken eine moderate Schlagkraft entfaltet. Aufgrund der Einschränkungen durch die überdimensionalen Treibstofftanks der Rakete ist keines der beiden Geräte besonders effektiv. Ein kampffähiges Autoloader-System gewährleistet eine kontinuierliche, wenn auch moderate Einsatzfähigkeit in langwierigen Gefechten.",,,,,
phasecl,WEAPON,"Setzt Nahbereichsladungen mit geringer Geschwindigkeit ein, die einen beeindruckenden Explosionsradius haben und Punktabwehrfeuer abwehren können. Besonders verheerend gegen Kampfflugzeuge, aber auch wirksam gegen gepanzerte Ziele.",,,,,
phasecl_bomber,WEAPON,"Setzt Nahbereichsladungen mit geringer Geschwindigkeit und beeindruckender Sprengwirkung ein. Besonders verheerend gegen Kampfflugzeuge, aber auch wirksam gegen gepanzerte Ziele.",,,,,
typhoon,WEAPON,"Dieses einfache, aber leistungsstarke Waffensystem besteht aus einem Abschussrohr und einem Magazin, das in der Regel eine Handvoll Standardtorpedos der Reaper-Klasse enthält.",,,,,
cyclone,WEAPON,"Doppeltes Abschusssystem, das Torpedosalven abfeuern kann. Verheerend für langsame Schiffe, die nicht rechtzeitig ausweichen können. Das Abschusssystem der Cyclone-Klasse ist ein sehr großes Waffensystem, das über zwei große Torpedorohre mit internem Magazin verfügt. Das Feuerleitsystem ist vernetzt und feuert zwei Torpedos der Reaper-Klasse nacheinander ab. Ein automatischer Lader bereitet die nächste Salve aus dem Magazin in Sekundenschnelle vor.",,,,,
hurricane,WEAPON,"Feuert eine Rakete ab, die sich beim Erreichen des Ziels in mehrere Sprengköpfe aufteilt. Besonders verheerend für Feinde mit heruntergelassenen Schilden. Hurricane-Geschütztürme sind eine Waffe aus der späten Expansionsära, die dazu dient, einen selbstfahrenden Projektorbehälter mit mehreren Raketen abzufeuern. Ein Zielcomputer programmiert den Behälter beim Abfeuern mit einer Trefferlösung. Der Schwarm kleiner Raketen ist für alle Schiffstypen gefährlich. Die Raketen verfügen über einen geformten Sprengkopf, wodurch sie gegen feindliche Panzerungen besonders effektiv sind. Diese Eigenschaften machen die Hurricane zu einer tödlichen Waffe, die normalerweise nur von Artillerieoffizieren abgefeuert wird, die den Befehl haben, ihre beschädigten Ziele vollständig zu zerstören.",,,,,
mininglaser,WEAPON,"Günstiger, fest verdrahteter Laser für die Raketen- und Kampfflugzeugabwehr. Große Reichweite, jedoch durch geringe Ausgangsleistung eingeschränkt. Ein Mk I-Bergbaulaser verfügt über ein für den Kampfeinsatz umgerüstetes Fluoridgas-Verstärkungsmedium. Das Mikroasteroiden-Zielerfassungssystem wurde für die Verfolgung und Zielerfassung anfliegender Raketen umfunktioniert. Für größere oder gepanzerte Ziele weitgehend unbrauchbar. Verfügt über einen integrierten 670-nm-Verfolgungsstrahl.",,,,,
pdlaser,WEAPON,"Kleiner Laser für die Raketen- und Kampfflugzeugabwehr mit hervorragender Zielverfolgung, ordentlicher Durchschlagskraft und sehr kurzer Reichweite.

Einfachheit, Zuverlässigkeit und niedrige Flusskosten zeichnen diese allgegenwärtige Punktabwehrwaffe aus. Der Laser basiert auf einem Kohlendioxid-Verstärkungsmedium in Kombination mit einem Markierungsstrahl mit kurzer Reichweite. Eine einfache einstufige Linsenbaugruppe ohne bewegliche Teile ermöglicht einen längeren Betrieb der Waffe ohne Wartungsmaßnahmen. Der geringe Schaden hat zur Entstehung des Backronyms „Pray [it's a] Dud” Laser geführt.",,,,,
taclaser,WEAPON,"Standard-Kampf-Laser, nützlich auf mittlere bis große Entfernungen. Eine sehr flexible Waffe, besonders effektiv gegen ungeschützte Ziele. Als Arbeitstier unter den Strahlenwaffen in diesem Sektor wird der taktische Laser aufgrund seiner geringen Wartungskosten, Vielseitigkeit und einfachen Konstruktion häufig eingesetzt. Verfügt über ein Standard-Kohlendioxid-Verstärkungsmedium, einen 530-nm-Markierungsstrahl und drei Linsenbaugruppen. Eine gute Unterstützungswaffe für kleine Raumfahrzeuge, insbesondere bei längeren Gefechten.",,,,,
ioncannon,WEAPON,"Eine Energiekanone mittlerer Reichweite, die einen elektromagnetischen Impuls (EMP) abgibt und feindliche Systeme/Motoren schnell außer Gefecht setzen kann. Kann zu Modulen in der Nähe des Aufprallpunkts überspringen.

Das nicht standardmäßige Verstärkungsmedium der Ionenkanone projiziert hochionisierte baryonische Materie in einem kohärenten Strahl. Wenn der Ionenstrahl auf das Ziel trifft, erzeugt er ein lokales Magnetfeld, das alle Arten von Elektronik, einschließlich Sensoren, Kraftstoffzünder, Zielmodule, Computer usw., lahmlegt. Die Waffe schmilzt auch bestimmte Schaltkreise und kann Schildgeneratoren leicht belasten, verursacht jedoch nur vernachlässigbare dauerhafte Schäden. Selten die einzige Waffe, mit der Schiffe ausgerüstet sind.",,,,,
ioncannon_fighter,WEAPON,"Eine langsam feuernde Energiekanone mittlerer Reichweite, die einen elektromagnetischen Impuls (EMP) abgibt und feindliche Systeme/Motoren schnell außer Gefecht setzen kann. Kann zu Modulen in der Nähe des Aufprallpunkts überspringen.",,,,,
irpulse,WEAPON,"Ein flusseffizienter Infrarot-Pulslaser, der Energiestrahlen auf mittlere Entfernungen abfeuert. Eine ausgezeichnete Waffe für längere Feuerstöße.

Diese Waffe ist identisch mit den meisten Kampf-Lasern mit einem Kohlendioxid-Verstärkungsmedium, das bei elf Mikrometern feuert. Eine gütegeschaltete Stromversorgung ermöglicht die Ablation des Ziels, wodurch die Waffe viel effektiver ist als ein herkömmlicher Strahl, allerdings auf Kosten eines viel höheren Stromverbrauchs. Am häufigsten wird sie auf Kampfflugzeugen oder Fregatten eingesetzt, wo die geringe Reichweite der Waffe durch die Manövrierfähigkeit des ausgestatteten Flugzeugs ausgeglichen werden kann.",,,,,
irpulse_fighter,WEAPON,"Ein langsam feuernder, fluxeffizienter Infrarot-Pulslaser, der Energiestrahlen auf mittlere Entfernung abfeuert. Eine ausgezeichnete Waffe für längere Feuerstöße.",,,,,
